task_id,flow_id,task_type,dataset_id,predictive_accuracy
180,91,Supervised Data Stream Classification,141,0.456466
171,101,Supervised Data Stream Classification,131,0.938761
194,89,Supervised Data Stream Classification,156,0.261174
171,105,Supervised Data Stream Classification,131,0.935633
170,101,Supervised Data Stream Classification,130,0.821827
185,101,Supervised Data Stream Classification,146,0.880752
184,96,Supervised Data Stream Classification,145,0.091016
200,101,Supervised Data Stream Classification,162,0.828096
187,86,Supervised Data Stream Classification,148,0.929304
198,93,Supervised Data Stream Classification,160,0.261174
163,95,Supervised Data Stream Classification,123,0.67801
124,96,Supervised Data Stream Classification,74,0.038168
195,97,Supervised Data Stream Classification,157,0.300093
171,86,Supervised Data Stream Classification,131,0.935216
171,108,Supervised Data Stream Classification,131,0.939015
189,96,Supervised Data Stream Classification,150,0.950612
196,90,Supervised Data Stream Classification,158,0.261174
194,95,Supervised Data Stream Classification,156,0.710141
195,106,Supervised Data Stream Classification,157,0.261174
191,108,Supervised Data Stream Classification,153,0.90201
185,86,Supervised Data Stream Classification,146,0.972379
192,84,Supervised Data Stream Classification,154,0.692532
187,103,Supervised Data Stream Classification,148,0.583553
193,97,Supervised Data Stream Classification,155,0.501104
121,105,Supervised Data Stream Classification,71,0.81863
175,98,Supervised Data Stream Classification,135,0.652924
199,98,Supervised Data Stream Classification,161,0.797896
193,84,Supervised Data Stream Classification,155,0.832802
160,90,Supervised Data Stream Classification,120,0.518298
177,97,Supervised Data Stream Classification,138,0.634855
160,106,Supervised Data Stream Classification,120,0.518298
181,96,Supervised Data Stream Classification,142,0.669381
166,96,Supervised Data Stream Classification,126,0.580367
170,91,Supervised Data Stream Classification,130,0.572755
193,96,Supervised Data Stream Classification,155,0.745362
2056,90,Supervised Data Stream Classification,151,0.424545
122,86,Supervised Data Stream Classification,72,0.951526
129,99,Supervised Data Stream Classification,115,0.671896
162,97,Supervised Data Stream Classification,122,0.629646
131,99,Supervised Data Stream Classification,117,0.655488
168,105,Supervised Data Stream Classification,128,0.801104
182,105,Supervised Data Stream Classification,143,0.918968
191,90,Supervised Data Stream Classification,153,0.500166
185,90,Supervised Data Stream Classification,146,0.358975
197,99,Supervised Data Stream Classification,159,0.222539
199,94,Supervised Data Stream Classification,161,0.888414
200,88,Supervised Data Stream Classification,162,0.385668
180,103,Supervised Data Stream Classification,141,0.39993
200,84,Supervised Data Stream Classification,162,0.853525
120,84,Supervised Data Stream Classification,70,0.946174
190,88,Supervised Data Stream Classification,152,0.499993
164,91,Supervised Data Stream Classification,124,0.82878
168,99,Supervised Data Stream Classification,128,0.576885
183,101,Supervised Data Stream Classification,144,0.922578
169,91,Supervised Data Stream Classification,129,0.760596
162,90,Supervised Data Stream Classification,122,0.629653
199,86,Supervised Data Stream Classification,161,0.871177
185,94,Supervised Data Stream Classification,146,0.945171
181,86,Supervised Data Stream Classification,142,0.925905
193,87,Supervised Data Stream Classification,155,0.914409
195,85,Supervised Data Stream Classification,157,0.802338
188,90,Supervised Data Stream Classification,149,0.444811
179,93,Supervised Data Stream Classification,140,0.554324
176,98,Supervised Data Stream Classification,136,0.818057
2056,105,Supervised Data Stream Classification,151,0.685911
159,105,Supervised Data Stream Classification,119,0.481988
177,96,Supervised Data Stream Classification,138,0.533844
184,103,Supervised Data Stream Classification,145,0.22974
184,94,Supervised Data Stream Classification,145,0.753646
188,99,Supervised Data Stream Classification,149,0.491464
187,91,Supervised Data Stream Classification,148,0.55279
130,103,Supervised Data Stream Classification,116,0.549492
181,91,Supervised Data Stream Classification,142,0.839527
161,101,Supervised Data Stream Classification,121,0.662777
195,103,Supervised Data Stream Classification,157,0.396196
179,97,Supervised Data Stream Classification,140,0.554322
194,108,Supervised Data Stream Classification,156,0.483891
124,87,Supervised Data Stream Classification,74,0.353734
126,108,Supervised Data Stream Classification,76,0.881896
174,93,Supervised Data Stream Classification,134,0.029618
186,86,Supervised Data Stream Classification,147,0.835864
2056,92,Supervised Data Stream Classification,151,0.791954
122,87,Supervised Data Stream Classification,72,0.936789
129,101,Supervised Data Stream Classification,115,0.612632
129,90,Supervised Data Stream Classification,115,0.100128
180,84,Supervised Data Stream Classification,141,0.686552
120,97,Supervised Data Stream Classification,70,0.759512
193,94,Supervised Data Stream Classification,155,0.668658
188,93,Supervised Data Stream Classification,149,0.444811
197,101,Supervised Data Stream Classification,159,0.22044
192,99,Supervised Data Stream Classification,154,0.353565
200,93,Supervised Data Stream Classification,162,0.385668
159,103,Supervised Data Stream Classification,119,0.448098
194,86,Supervised Data Stream Classification,156,0.875885
200,105,Supervised Data Stream Classification,162,0.827126
174,103,Supervised Data Stream Classification,134,0.318079
192,97,Supervised Data Stream Classification,154,0.100175
174,85,Supervised Data Stream Classification,134,0.902813
166,92,Supervised Data Stream Classification,126,0.783777
158,86,Supervised Data Stream Classification,118,0.76065
181,103,Supervised Data Stream Classification,142,0.837721
158,84,Supervised Data Stream Classification,118,0.748101
197,98,Supervised Data Stream Classification,159,0.183445
2056,103,Supervised Data Stream Classification,151,0.579846
179,84,Supervised Data Stream Classification,140,0.889395
195,86,Supervised Data Stream Classification,157,0.800475
166,98,Supervised Data Stream Classification,126,0.729309
186,105,Supervised Data Stream Classification,147,0.810606
171,93,Supervised Data Stream Classification,131,0.938761
186,106,Supervised Data Stream Classification,147,0.337805
200,97,Supervised Data Stream Classification,162,0.614331
199,96,Supervised Data Stream Classification,161,0.533791
188,101,Supervised Data Stream Classification,149,0.229881
186,99,Supervised Data Stream Classification,147,0.713841
196,89,Supervised Data Stream Classification,158,0.261174
162,95,Supervised Data Stream Classification,122,0.836969
2056,80,Supervised Data Stream Classification,151,0.791954
123,108,Supervised Data Stream Classification,73,0.937237
123,91,Supervised Data Stream Classification,73,0.863788
158,93,Supervised Data Stream Classification,118,0.099535
181,101,Supervised Data Stream Classification,142,0.863679
167,84,Supervised Data Stream Classification,127,0.894541
197,86,Supervised Data Stream Classification,159,0.261435
159,86,Supervised Data Stream Classification,119,0.427716
186,93,Supervised Data Stream Classification,147,0.337805
126,95,Supervised Data Stream Classification,76,0.849097
175,106,Supervised Data Stream Classification,135,0.605948
161,98,Supervised Data Stream Classification,121,0.600736
167,106,Supervised Data Stream Classification,127,0.104217
169,95,Supervised Data Stream Classification,129,0.835926
160,101,Supervised Data Stream Classification,120,0.98159
125,105,Supervised Data Stream Classification,75,0.666767
120,87,Supervised Data Stream Classification,70,0.94818
192,108,Supervised Data Stream Classification,154,0.368429
190,85,Supervised Data Stream Classification,152,0.883787
181,105,Supervised Data Stream Classification,142,0.88728
167,94,Supervised Data Stream Classification,127,0.890369
165,87,Supervised Data Stream Classification,125,0.888432
170,106,Supervised Data Stream Classification,130,0.142988
198,103,Supervised Data Stream Classification,160,0.250636
177,86,Supervised Data Stream Classification,138,0.862243
127,87,Supervised Data Stream Classification,77,0.711738
174,101,Supervised Data Stream Classification,134,0.677276
122,106,Supervised Data Stream Classification,72,0.521875
183,95,Supervised Data Stream Classification,144,0.923871
200,95,Supervised Data Stream Classification,162,0.831165
185,91,Supervised Data Stream Classification,146,0.866961
126,90,Supervised Data Stream Classification,76,0.016553
122,101,Supervised Data Stream Classification,72,0.932776
189,88,Supervised Data Stream Classification,150,0.364605
192,103,Supervised Data Stream Classification,154,0.119853
162,98,Supervised Data Stream Classification,122,0.837609
120,94,Supervised Data Stream Classification,70,0.94504
182,98,Supervised Data Stream Classification,143,0.954285
172,101,Supervised Data Stream Classification,132,0.725074
197,91,Supervised Data Stream Classification,159,0.304644
175,103,Supervised Data Stream Classification,135,0.615401
169,90,Supervised Data Stream Classification,129,0.304611
120,99,Supervised Data Stream Classification,70,0.901428
124,97,Supervised Data Stream Classification,74,0.040785
186,98,Supervised Data Stream Classification,147,0.510603
166,86,Supervised Data Stream Classification,126,0.782261
170,90,Supervised Data Stream Classification,130,0.142988
177,85,Supervised Data Stream Classification,138,0.872637
179,103,Supervised Data Stream Classification,140,0.756172
178,90,Supervised Data Stream Classification,139,0.498881
190,89,Supervised Data Stream Classification,152,0.499993
184,99,Supervised Data Stream Classification,145,0.420362
160,99,Supervised Data Stream Classification,120,0.974902
125,93,Supervised Data Stream Classification,75,0.00243
164,98,Supervised Data Stream Classification,124,0.823589
176,91,Supervised Data Stream Classification,136,0.759824
172,103,Supervised Data Stream Classification,132,0.66909
131,96,Supervised Data Stream Classification,117,0.247072
200,89,Supervised Data Stream Classification,162,0.385668
183,93,Supervised Data Stream Classification,144,0.922578
123,101,Supervised Data Stream Classification,73,0.910598
193,90,Supervised Data Stream Classification,155,0.501116
176,99,Supervised Data Stream Classification,136,0.823479
158,96,Supervised Data Stream Classification,118,0.099913
172,90,Supervised Data Stream Classification,132,0.466444
158,103,Supervised Data Stream Classification,118,0.239592
193,99,Supervised Data Stream Classification,155,0.17591
160,85,Supervised Data Stream Classification,120,0.98951
192,85,Supervised Data Stream Classification,154,0.739247
2056,87,Supervised Data Stream Classification,151,0.887624
164,84,Supervised Data Stream Classification,124,0.884862
166,90,Supervised Data Stream Classification,126,0.699587
128,103,Supervised Data Stream Classification,78,0.275124
127,94,Supervised Data Stream Classification,77,0.778748
128,96,Supervised Data Stream Classification,78,0.099918
190,95,Supervised Data Stream Classification,152,0.682099
171,90,Supervised Data Stream Classification,131,0.938761
198,97,Supervised Data Stream Classification,160,0.300093
179,94,Supervised Data Stream Classification,140,0.887086
127,95,Supervised Data Stream Classification,77,0.761769
195,87,Supervised Data Stream Classification,157,0.799533
2056,93,Supervised Data Stream Classification,151,0.424545
180,85,Supervised Data Stream Classification,141,0.686552
192,94,Supervised Data Stream Classification,154,0.735273
2056,84,Supervised Data Stream Classification,151,0.824307
196,99,Supervised Data Stream Classification,158,0.663398
165,99,Supervised Data Stream Classification,125,0.913678
165,105,Supervised Data Stream Classification,125,0.907125
169,101,Supervised Data Stream Classification,129,0.894286
